,precision,recall,f1-score,support
0,1.0,0.6652482269503546,0.7989778534923339,705.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
accuracy,0.6652482269503546,0.6652482269503546,0.6652482269503546,0.6652482269503546
macro avg,0.3333333333333333,0.22174940898345152,0.2663259511641113,705.0
weighted avg,1.0,0.6652482269503546,0.7989778534923339,705.0
