,precision,recall,f1-score,support
0,0.6517107811491285,0.86337395766517,0.7427572886967718,4677.0
1,0.6566888396156689,0.7482105263157894,0.6994686085416257,2375.0
2,0.7790555419623195,0.5362977934983999,0.6352753391859537,5937.0
accuracy,0.6928169989991532,0.6928169989991532,0.6928169989991532,0.6928169989991532
macro avg,0.6958183875757057,0.7159607591597865,0.6925004121414503,12989.0
weighted avg,0.7108276287744999,0.6928169989991532,0.6857143331486774,12989.0
