,precision,recall,f1-score,support
0,0.7204171680705976,0.7680136839854608,0.7434544137431439,4677.0
1,0.6191790272507761,0.7557894736842106,0.6806977626090254,2375.0
2,0.737460815047022,0.6339902307562743,0.6818222987048276,5937.0
accuracy,0.7045192085610902,0.7045192085610902,0.7045192085610902,0.7045192085610902
macro avg,0.6923523367894653,0.7192644628086485,0.7019914916856655,12989.0
weighted avg,0.7096963695219762,0.7045192085610902,0.7038087971886735,12989.0
