,precision,recall,f1-score,support
0,1.0,0.7418439716312056,0.8517915309446255,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.7418439716312056,0.7418439716312056,0.7418439716312056,0.7418439716312056
macro avg,0.5,0.3709219858156028,0.4258957654723127,705.0
weighted avg,1.0,0.7418439716312056,0.8517915309446255,705.0
