,precision,recall,f1-score,support
0,0.6520741731982412,0.8587613293051359,0.741280017385635,3972.0
1,0.6730839084634944,0.7802105263157895,0.7226989079563184,2375.0
2,0.7834883720930232,0.5674583122789287,0.6582006447201328,5937.0
accuracy,0.7027841094106154,0.7027841094106154,0.7027841094106154,0.7027841094106154
macro avg,0.7028821512515863,0.7354767226332847,0.7073931900206953,12284.0
weighted avg,0.7196502249805026,0.7027841094106154,0.697534301787319,12284.0
