,precision,recall,f1-score,support
0,1.0,0.475177304964539,0.6442307692307693,705.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
accuracy,0.475177304964539,0.475177304964539,0.475177304964539,0.475177304964539
macro avg,0.3333333333333333,0.15839243498817968,0.21474358974358976,705.0
weighted avg,1.0,0.475177304964539,0.6442307692307693,705.0
