,precision,recall,f1-score,support
0,0.6231884057971014,0.898539778449144,0.7359521600164965,3972.0
1,0.7007097791798107,0.7482105263157894,0.7236815312563631,2375.0
2,0.7918428251678686,0.5362977934983999,0.639485840530227,5937.0
accuracy,0.694399218495604,0.694399218495604,0.694399218495604,0.694399218495604
macro avg,0.7052470033815936,0.7276826994211111,0.6997065106010288,12284.0
weighted avg,0.7196891017909292,0.694399218495604,0.6869564516075662,12284.0
