,precision,recall,f1-score,support
0,0.6792689482171654,0.8105623262775283,0.7391304347826088,4677.0
1,0.6278471711976488,0.7195789473684211,0.6705905434569355,2375.0
2,0.7626973965002134,0.6019875357924878,0.6728796008660454,5937.0
accuracy,0.6985911155593194,0.6985911155593194,0.6985911155593194,0.6985911155593194
macro avg,0.6899378386383425,0.7107096031461456,0.6942001930351965,12989.0
weighted avg,0.7080000265938768,0.6985911155593194,0.6963162502525363,12989.0
