,precision,recall,f1-score,support
0,0.658787647731605,0.8700906344410876,0.7498372748969407,3972.0
1,0.7059066501445683,0.7195789473684211,0.7126772310258549,2375.0
2,0.7740957331600606,0.6019875357924878,0.6772787568694334,5937.0
accuracy,0.7114132204493651,0.7114132204493651,0.7114132204493651,0.7114132204493651
macro avg,0.7129300103454114,0.730552372533999,0.7132644209307429,12284.0
weighted avg,0.7236274176696976,0.7114132204493651,0.7075843421614197,12284.0
