,precision,recall,f1-score,support
0,0.7270577105014191,0.7739174219536757,0.7497560975609756,3972.0
1,0.7020325203252032,0.7271578947368421,0.7143743536711479,2375.0
2,0.740350250178699,0.6978271854471956,0.718460071100321,5937.0
accuracy,0.7281015955714751,0.7281015955714751,0.7281015955714751,0.7281015955714751
macro avg,0.7231468270017737,0.7329675007125712,0.7275301741108149,12284.0
weighted avg,0.7286437558771517,0.7281015955714751,0.7277896248456347,12284.0
