,precision,recall,f1-score,support
0,1.0,0.5092198581560283,0.674812030075188,705.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
accuracy,0.5092198581560283,0.5092198581560283,0.5092198581560283,0.5092198581560283
macro avg,0.3333333333333333,0.16973995271867612,0.224937343358396,705.0
weighted avg,1.0,0.5092198581560283,0.674812030075188,705.0
