,precision,recall,f1-score,support
0,0.9650476622787109,0.9091297840496044,0.9362545414510625,4677.0
1,0.8393801965230536,0.9351578947368421,0.8846843258315076,2375.0
accuracy,0.9178956324446965,0.9178956324446965,0.9178956324446965,0.9178956324446965
macro avg,0.9022139294008822,0.9221438393932233,0.9104694336412851,7052.0
weighted avg,0.9227248841775076,0.9178956324446965,0.9188865235701149,7052.0
