,precision,recall,f1-score,support
0,1.0,0.5560283687943263,0.7146763901549682,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.5560283687943263,0.5560283687943263,0.5560283687943263,0.5560283687943263
macro avg,0.5,0.27801418439716313,0.3573381950774841,705.0
weighted avg,1.0,0.5560283687943263,0.7146763901549682,705.0
