,precision,recall,f1-score,support
0,0.9516683022571149,0.9765861027190332,0.9639662027833003,3972.0
1,0.9590488771466315,0.9170526315789473,0.9375807145931985,2375.0
accuracy,0.954309122420041,0.954309122420041,0.954309122420041,0.954309122420041
macro avg,0.9553585897018732,0.9468193671489903,0.9507734586882494,6347.0
weighted avg,0.9544300582619363,0.954309122420041,0.9540929501519009,6347.0
