,precision,recall,f1-score,support
0,0.9560562123577961,0.9163994013256361,0.9358078602620087,4677.0
1,0.8478007006617361,0.9170526315789473,0.8810679611650485,2375.0
accuracy,0.9166193987521271,0.9166193987521271,0.9166193987521271,0.9166193987521271
macro avg,0.901928456509766,0.9167260164522917,0.9084379107135285,7052.0
weighted avg,0.9195974998963465,0.9166193987521271,0.9173723440460019,7052.0
