,precision,recall,f1-score,support
0,0.7100899100899101,0.7598888176181313,0.7341458376368518,4677.0
1,0.6358381502890174,0.7410526315789474,0.6844254326268715,2375.0
2,0.722967791411043,0.6351692774128348,0.6762306105980453,5937.0
accuracy,0.6994379859881438,0.6994379859881438,0.6994379859881438,0.6994379859881438
macro avg,0.6896319505966568,0.7120369088699712,0.6982672936205896,12989.0
weighted avg,0.7023994067314102,0.6994379859881438,0.6985827715941929,12989.0
