,precision,recall,f1-score,support
0,0.9413927335640139,0.930724823604875,0.9360283840447264,4677.0
1,0.8665568369028006,0.8858947368421053,0.8761190922340203,2375.0
accuracy,0.9156267725467953,0.9156267725467953,0.9156267725467953,0.9156267725467953
macro avg,0.9039747852334072,0.9083097802234901,0.9060737381393733,7052.0
weighted avg,0.9161892090928877,0.9156267725467953,0.9158518996359876,7052.0
