,precision,recall,f1-score,support
0,0.8897481657743407,0.9593756681633526,0.9232510288065844,4677.0
1,0.9054255848680935,0.7658947368421053,0.8298357664233577,2375.0
accuracy,0.8942144072603516,0.8942144072603516,0.8942144072603516,0.8942144072603516
macro avg,0.8975868753212171,0.862635202502729,0.876543397614971,7052.0
weighted avg,0.8950280679790575,0.8942144072603516,0.8917902732535266,7052.0
