,precision,recall,f1-score,support
0,1.0,0.8382978723404255,0.912037037037037,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.8382978723404255,0.8382978723404255,0.8382978723404255,0.8382978723404255
macro avg,0.5,0.41914893617021276,0.4560185185185185,705.0
weighted avg,1.0,0.8382978723404255,0.912037037037037,705.0
