,precision,recall,f1-score,support
0,1.0,0.902127659574468,0.9485458612975392,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.902127659574468,0.902127659574468,0.902127659574468,0.902127659574468
macro avg,0.5,0.451063829787234,0.4742729306487696,705.0
weighted avg,1.0,0.902127659574468,0.9485458612975392,705.0
