,precision,recall,f1-score,support
0,0.8869445084043288,0.9697885196374623,0.9265183403487672,3972.0
1,0.9401197604790419,0.7932631578947369,0.8604704270381366,2375.0
accuracy,0.9037340475815346,0.9037340475815346,0.9037340475815346,0.9037340475815346
macro avg,0.9135321344416854,0.8815258387660996,0.8934943836934519,6347.0
weighted avg,0.9068422906128435,0.9037340475815346,0.9018037044400312,6347.0
