,precision,recall,f1-score,support
0,0.5759098786828423,0.8366062437059416,0.6822007801272839,3972.0
1,0.7129436325678496,0.5751578947368421,0.6366814262409695,2375.0
2,0.7361896476729013,0.5701532760653528,0.6426198386331275,5937.0
accuracy,0.6572777596873982,0.6572777596873982,0.6572777596873982,0.6572777596873982
macro avg,0.6750143863078645,0.6606391381693788,0.6538340150004603,12284.0
weighted avg,0.6798691878631477,0.6572777596873982,0.6542700967073227,12284.0
