,precision,recall,f1-score,support
0,0.6095683670389375,0.8635877699379945,0.714677519242679,4677.0
1,0.7268518518518519,0.5949473684210527,0.6543181291965733,2375.0
2,0.7517537904503281,0.5595418561563079,0.6415604480494399,5937.0
accuracy,0.6754946493186542,0.6754946493186542,0.6754946493186542,0.6754946493186542
macro avg,0.6960580031137059,0.6726923315051184,0.6701853654962306,12989.0
weighted avg,0.6960032839089119,0.6754946493186542,0.6702207017021631,12989.0
