,precision,recall,f1-score,support
0,0.5986394557823129,0.9031430404105195,0.720020455126566,4677.0
1,0.6658280922431866,0.6686315789473685,0.6672268907563027,2375.0
2,0.7883314543404735,0.4711133569142665,0.5897733263046916,5937.0
accuracy,0.6627915928862884,0.6627915928862884,0.6627915928862884,0.6627915928862884
macro avg,0.684266334121991,0.6809626587573848,0.6590068907291867,12989.0
weighted avg,0.6976289397329153,0.6627915928862884,0.650834072865049,12989.0
