,precision,recall,f1-score,support
0,1.0,0.8609929078014185,0.9253048780487805,705.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
accuracy,0.8609929078014185,0.8609929078014185,0.8609929078014185,0.8609929078014185
macro avg,0.3333333333333333,0.28699763593380617,0.3084349593495935,705.0
weighted avg,1.0,0.8609929078014185,0.9253048780487805,705.0
