,precision,recall,f1-score,support
0,0.7468484692564961,0.7308660624370594,0.7387708359842219,3972.0
1,0.6573376390383925,0.7713684210526316,0.7098024021697016,2375.0
2,0.7351158645276292,0.6946269159508169,0.7142980860829653,5937.0
accuracy,0.7211820253988929,0.7211820253988929,0.7211820253988929,0.7211820253988929
macro avg,0.713100657607506,0.732287133146836,0.720957108078963,12284.0
weighted avg,0.723871857725783,0.7211820253988929,0.7213420874924239,12284.0
