,precision,recall,f1-score,support
0,1.0,0.46808510638297873,0.6376811594202899,705.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
accuracy,0.46808510638297873,0.46808510638297873,0.46808510638297873,0.46808510638297873
macro avg,0.3333333333333333,0.15602836879432624,0.21256038647342998,705.0
weighted avg,1.0,0.46808510638297873,0.6376811594202899,705.0
