,precision,recall,f1-score,support
0,1.0,0.8085106382978723,0.8941176470588235,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.8085106382978723,0.8085106382978723,0.8085106382978723,0.8085106382978723
macro avg,0.5,0.40425531914893614,0.44705882352941173,705.0
weighted avg,1.0,0.8085106382978723,0.8941176470588234,705.0
