,precision,recall,f1-score,support
0,1.0,0.7446808510638298,0.8536585365853657,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.7446808510638298,0.7446808510638298,0.7446808510638298,0.7446808510638298
macro avg,0.5,0.3723404255319149,0.42682926829268286,705.0
weighted avg,1.0,0.7446808510638298,0.8536585365853657,705.0
