,precision,recall,f1-score,support
0,0.9444444444444444,0.9672708962739174,0.9557213930348258,3972.0
1,0.9429574374725757,0.9048421052631579,0.9235066609368286,2375.0
accuracy,0.9439105089018434,0.9439105089018434,0.9439105089018434,0.9439105089018434
macro avg,0.94370094095851,0.9360565007685376,0.9396140269858273,6347.0
weighted avg,0.9438880175406807,0.9439105089018434,0.9436668808664402,6347.0
