,precision,recall,f1-score,support
0,0.9689156626506024,0.8597391490271542,0.9110683131301688,4677.0
1,0.7739490006891798,0.9456842105263158,0.8512412355505021,2375.0
accuracy,0.8886840612592173,0.8886840612592173,0.8886840612592173,0.8886840612592173
macro avg,0.8714323316698911,0.9027116797767349,0.8811547743403354,7052.0
weighted avg,0.9032540316014845,0.8886840612592173,0.8909195171500627,7052.0
