,precision,recall,f1-score,support
0,1.0,0.4198581560283688,0.5914085914085915,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.4198581560283688,0.4198581560283688,0.4198581560283688,0.4198581560283688
macro avg,0.5,0.2099290780141844,0.29570429570429574,705.0
weighted avg,1.0,0.4198581560283688,0.5914085914085915,705.0
