,precision,recall,f1-score,support
0,1.0,0.40425531914893614,0.5757575757575757,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.40425531914893614,0.40425531914893614,0.40425531914893614,0.40425531914893614
macro avg,0.5,0.20212765957446807,0.28787878787878785,705.0
weighted avg,1.0,0.40425531914893614,0.5757575757575757,705.0
