,precision,recall,f1-score,support
0,0.9654361627086763,0.8779131922172333,0.9195968645016799,4677.0
1,0.795998570918185,0.9381052631578948,0.8612292230382682,2375.0
accuracy,0.8981849120816789,0.8981849120816789,0.8981849120816789,0.8981849120816789
macro avg,0.8807173668134307,0.908009227687564,0.890413043769974,7052.0
weighted avg,0.9083723112477551,0.8981849120816789,0.8999395830956104,7052.0
