,precision,recall,f1-score,support
0,0.9421182266009852,0.9629909365558912,0.9524402390438247,3972.0
1,0.9357236554438129,0.9010526315789473,0.9180609180609179,2375.0
accuracy,0.9398140853946747,0.9398140853946747,0.9398140853946747,0.9398140853946747
macro avg,0.9389209410223991,0.9320217840674192,0.9352505785523713,6347.0
weighted avg,0.9397254258292372,0.9398140853946747,0.9395757538800616,6347.0
