,precision,recall,f1-score,support
0,1.0,0.8070921985815603,0.8932496075353218,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.8070921985815603,0.8070921985815603,0.8070921985815603,0.8070921985815603
macro avg,0.5,0.40354609929078017,0.4466248037676609,705.0
weighted avg,1.0,0.8070921985815603,0.8932496075353217,705.0
