,precision,recall,f1-score,support
0,0.7437651732509379,0.7205473594184306,0.7319721980886186,4677.0
1,0.6487603305785123,0.7271578947368421,0.6857256303355171,2375.0
2,0.7185990338164251,0.7015327606535288,0.7099633512315692,5937.0
accuracy,0.7130649010701363,0.7130649010701363,0.7130649010701363,0.7130649010701363
macro avg,0.7037081792152917,0.7164126716029339,0.7092203932185682,12989.0
weighted avg,0.7148909049339225,0.7130649010701363,0.7134563676009814,12989.0
