,precision,recall,f1-score,support
0,0.6455026455026455,0.8907351460221551,0.7485454353115412,3972.0
1,0.7805486284289277,0.6589473684210526,0.7146118721461188,2375.0
2,0.7684451854939558,0.6210207175341081,0.6869119701909642,5937.0
accuracy,0.7155649625529144,0.7155649625529144,0.7155649625529144,0.7155649625529144
macro avg,0.7314988198085096,0.7235677439924387,0.7166897592162081,12284.0
weighted avg,0.7310321203787712,0.7155649625529144,0.7121965184327765,12284.0
