,precision,recall,f1-score,support
0,1.0,0.3659574468085106,0.5358255451713396,705.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
accuracy,0.3659574468085106,0.3659574468085106,0.3659574468085106,0.3659574468085106
macro avg,0.3333333333333333,0.12198581560283688,0.1786085150571132,705.0
weighted avg,1.0,0.3659574468085106,0.5358255451713396,705.0
