,precision,recall,f1-score,support
0,0.7474515800203874,0.7384189325276939,0.7429078014184397,3972.0
1,0.7048652995577,0.7381052631578947,0.7211024269847798,2375.0
2,0.7308019751404734,0.7229240357082701,0.7268416596104996,5937.0
accuracy,0.730869423640508,0.730869423640508,0.730869423640508,0.730869423640508
macro avg,0.7277062849061869,0.7331494104646196,0.7302839626712396,12284.0
weighted avg,0.7311709613073516,0.730869423640508,0.730926976915535,12284.0
