,precision,recall,f1-score,support
0,1.0,0.7432624113475177,0.8527257933279089,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.7432624113475177,0.7432624113475177,0.7432624113475177,0.7432624113475177
macro avg,0.5,0.37163120567375885,0.42636289666395444,705.0
weighted avg,1.0,0.7432624113475177,0.8527257933279089,705.0
