,precision,recall,f1-score,support
0,1.0,0.47801418439716314,0.6468330134357005,705.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
accuracy,0.47801418439716314,0.47801418439716314,0.47801418439716314,0.47801418439716314
macro avg,0.3333333333333333,0.15933806146572105,0.21561100447856685,705.0
weighted avg,1.0,0.47801418439716314,0.6468330134357005,705.0
