,precision,recall,f1-score,support
0,0.9374694675134343,0.9662638469284995,0.9516488966030251,3972.0
1,0.9405237461162894,0.8922105263157895,0.9157303370786517,2375.0
accuracy,0.9385536473924689,0.9385536473924689,0.9385536473924689,0.9385536473924689
macro avg,0.9389966068148619,0.9292371866221445,0.9336896168408384,6347.0
weighted avg,0.9386123557569795,0.9385536473924689,0.9382084398722252,6347.0
