,precision,recall,f1-score,support
0,1.0,0.775886524822695,0.8738019169329074,705.0
1,0.0,0.0,0.0,0.0
accuracy,0.775886524822695,0.775886524822695,0.775886524822695,0.775886524822695
macro avg,0.5,0.3879432624113475,0.4369009584664537,705.0
weighted avg,1.0,0.775886524822695,0.8738019169329075,705.0
